active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_cache_evictions,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
9,2,True,0,9,2,5,1,uniform__adversarial-spatial__132,uniform__adversarial-spatial,11,14,16,13,297,,bounded_transverse_width,,base,0,0.04510899999999651,13,,0,0,,,,,,False,0,first,0,0,8,605,6,3,0,14,0.00013112497981637716,1,43,0,3,3,279,history_first8_width015,[],21541.72765118101,0,,0.0,,False,0,464.1035020769231,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",30.0,4,132,1.0,11,5,17,1,21,13,ordinary,22,full_coverage_and_all_discovered_cleared,256,6033.345527,40.0,constant,,0.04513583396328613
9,2,True,0,9,2,5,1,uniform__adversarial-spatial__132,uniform__adversarial-spatial,11,14,16,13,297,,bounded_transverse_width,,base,0,0.046989000000010606,13,,0,0,,,,,,False,0,recent,0,0,8,605,6,3,0,14,0.0001640000264160335,1,43,0,3,3,279,history_recent8_width015,[],21541.72765118101,0,,0.0,,False,0,464.1035020769231,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",30.0,4,132,1.0,11,5,17,1,21,13,ordinary,22,full_coverage_and_all_discovered_cleared,256,6033.345527,40.0,constant,,0.04700687498552725
20,2,True,0,20,3,6,1,uniform__adversarial-spatial__133,uniform__adversarial-spatial,10,,16,13,342,,,,,,0.043925000000001546,13,,0,0,,,,,,,0,,,,,,,,0,,0.0002293750294484198,3,53,0,8,8,324,packet_center22,[],23762.684550744623,0,,0.0,,False,0,518.425916,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,4,133,,20,5,22,3,31,13,ordinary,22,full_coverage_and_all_discovered_cleared,293,6739.536908,,,,0.043956875044386834
10,0,True,0,10,0,4,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,,17,13,344,,bounded_transverse_width,,,,0.04031099999998844,13,,0,0,,,,,,,0,,,,,,,,0,,0.00023345794761553407,4,45,0,3,3,325,width40_f015_22,[],23101.836698608666,0,,0.0,,False,0,509.7205645384616,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,,26,3,26,4,23,13,ordinary,22,full_coverage_and_all_discovered_cleared,304,6626.367339,40.0,constant,,0.040388875000644475
10,0,True,0,10,0,4,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,13,17,13,331,,bounded_transverse_width,,base,0,0.03949900000000639,13,,0,0,,,,,,False,0,,,,,,,,0,13,0.00014983303844928741,4,45,0,3,3,312,range_width015,[],23101.836698608666,0,,0.0,,False,0,503.6436414615385,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,1.0,26,3,26,4,23,13,ordinary,22,full_coverage_and_all_discovered_cleared,290,6547.367339,40.0,constant,,0.03953791601816192
10,0,True,0,10,0,4,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,11,17,13,333,,bounded_transverse_width,,base,0,0.03964500000000726,13,,0,0,,,11,2,11,False,0,,,,,,,,0,11,0.00015166698722168803,4,45,0,3,3,314,faithful_width015,[],23101.836698608666,0,,0.0,,False,0,504.6436414615385,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,1.0,26,3,26,4,23,13,ordinary,22,full_coverage_and_all_discovered_cleared,293,6560.367339,40.0,constant,,0.03967612498672679
21,2,True,0,21,0,3,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,0,16,13,286,,bounded_transverse_width,,arc,54,0.04840599999999995,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00014887499855831265,6,0,0,4,3,268,arc05_noskip_width015,[],22811.45465142376,0,,0.0,,False,0,478.33007161538455,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,0.5,16,5,47,7,32,13,ordinary,22,full_coverage_and_all_discovered_cleared,242,6218.290931,40.0,constant,,0.04845737502910197
21,2,True,0,21,0,3,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,6,16,13,280,,bounded_transverse_width,,arc,54,0.048090000000001965,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,6,0.0001259170239791274,6,0,0,4,3,262,fast_arc05_width015,[],22811.45465142376,0,,0.0,,False,0,475.56084084615384,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,0.5,16,5,47,7,32,13,ordinary,22,full_coverage_and_all_discovered_cleared,236,6182.290931,40.0,constant,,0.04814124997938052
21,2,True,0,21,0,3,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,6,16,13,280,,bounded_transverse_width,,arc,54,0.047942000000006146,13,cached_distance_prefix_sum,0,0,,,6,0,6,False,0,,,,,,,,0,6,0.00013416603906080127,6,0,0,4,3,262,faithful_arc05_width015,[],22811.45465142376,0,,0.0,,False,0,475.56084084615384,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,0.5,16,5,47,7,32,13,ordinary,22,full_coverage_and_all_discovered_cleared,236,6182.290931,40.0,constant,,0.04796325002098456
8,1,True,0,8,1,5,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,12,0,17,13,317,,bounded_transverse_width,,locked,42,0.039274000000006026,13,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00012512499233707786,1,0,0,2,2,298,locked_noskip_width015,[],22713.95265299659,0,,0.0,,False,0,491.06080992307693,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,1.0,20,4,9,1,20,13,ordinary,22,full_coverage_and_all_discovered_cleared,274,6383.790529,40.0,constant,,0.03932379197794944
8,1,True,0,8,1,5,0,uniform__adversarial-spatial__133,uniform__adversarial-spatial,12,30,17,13,287,,bounded_transverse_width,,locked,42,0.03899699999999484,13,cached_distance_prefix_sum,0,0,,,30,3,30,True,0,,,,,,,,0,30,0.00014183297753334045,1,0,0,2,2,268,faithful_locked_width015,[],22713.95265299659,0,,0.0,,False,0,477.5223483846154,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,1.0,20,4,9,1,20,13,ordinary,22,full_coverage_and_all_discovered_cleared,248,6207.790529,40.0,constant,,0.039008415944408625
16,3,True,0,16,0,3,1,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,12,16,13,327,,bounded_transverse_width,,base,0,0.056261000000006334,13,,0,0,,,,,,False,0,first,0,0,8,1468,8,7,0,12,0.00014216697309166193,3,49,0,4,3,309,history_first8_width015,[],24033.12965528183,0,,0.0,,False,0,516.2789176153846,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,1.0,22,6,23,3,27,13,ordinary,22,full_coverage_and_all_discovered_cleared,286,6711.625929,40.0,constant,,0.05632591701578349
16,3,True,0,16,0,3,1,uniform__adversarial-spatial__133,uniform__adversarial-spatial,13,12,16,13,327,,bounded_transverse_width,,base,0,0.06043500000001245,13,,0,0,,,,,,False,0,recent,0,0,8,1468,8,7,0,12,0.00024329201551154256,3,49,0,4,3,309,history_recent8_width015,[],24033.12965528183,0,,0.0,,False,0,516.2789176153846,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",30.0,4,133,1.0,22,6,23,3,27,13,ordinary,22,full_coverage_and_all_discovered_cleared,286,6711.625929,40.0,constant,,0.060486916976515204
23,7,True,0,23,0,2,3,uniform__adversarial-spatial__134,uniform__adversarial-spatial,13,,15,13,324,,,,,,0.047860000000000014,13,,0,0,,,,,,,0,,,,,,,,0,,0.0003672500024549663,2,54,0,7,6,307,packet_center22,[],20762.79977385061,0,,0.0,,False,0,464.1199963846154,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,4,134,,29,2,36,2,32,13,ordinary,22,full_coverage_and_all_discovered_cleared,275,6033.559953,,,,0.04791412502527237
13,2,True,0,13,0,4,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,13,,17,13,319,,bounded_transverse_width,,,,0.04145499999999913,13,,0,0,,,,,,,0,,,,,,,,0,,0.0001324170152656734,4,47,0,4,3,300,width40_f015_22,[],21893.952082744603,0,,0.0,,False,0,479.21464730769236,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,,15,4,10,4,25,13,ordinary,22,full_coverage_and_all_discovered_cleared,274,6229.790415,40.0,constant,,0.04149362497264519
13,2,True,0,13,0,4,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,13,30,17,13,289,,bounded_transverse_width,,base,0,0.04122499999999718,13,,0,0,,,,,,False,0,,,,,,,,0,30,0.0001433329889550805,4,47,0,4,3,270,range_width015,[],21893.952082744603,0,,0.0,,False,0,465.3684934615385,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,1.0,15,4,10,4,25,13,ordinary,22,full_coverage_and_all_discovered_cleared,244,6049.790415,40.0,constant,,0.04126324999378994
13,2,True,0,13,0,4,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,13,30,17,13,289,,bounded_transverse_width,,base,0,0.04110400000000425,13,,0,0,,,30,0,30,False,0,,,,,,,,0,30,0.00017270899843424559,4,47,0,4,3,270,faithful_width015,[],21893.952082744603,0,,0.0,,False,0,465.3684934615385,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,1.0,15,4,10,4,25,13,ordinary,22,full_coverage_and_all_discovered_cleared,244,6049.790415,40.0,constant,,0.04112395900301635
15,3,True,0,15,1,1,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,12,0,13,13,342,,bounded_transverse_width,,arc,48,0.05006299999999442,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00012912496458739042,4,0,0,5,3,327,arc05_noskip_width015,[],20453.37864668439,0,,0.0,,False,0,468.8981326153846,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,0.5,23,5,21,5,26,13,ordinary,22,full_coverage_and_all_discovered_cleared,305,6095.675724,40.0,constant,,0.0500806660274975
15,3,True,0,15,1,1,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,12,37,13,13,305,,bounded_transverse_width,,arc,48,0.04963700000000415,13,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,37,0.0001515000476501882,4,0,0,5,3,290,fast_arc05_width015,[],20453.37864668439,0,,0.0,,False,0,451.8212095384615,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,0.5,23,5,21,5,26,13,ordinary,22,full_coverage_and_all_discovered_cleared,268,5873.675724,40.0,constant,,0.049693375010974705
15,3,True,0,15,1,1,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,12,35,13,13,307,,bounded_transverse_width,,arc,48,0.05060100000000034,13,cached_distance_prefix_sum,0,0,,,35,2,35,False,0,,,,,,,,0,35,0.00014229200314730406,4,0,0,5,3,292,faithful_arc05_width015,[],20453.37864668439,0,,0.0,,False,0,452.7442864615384,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,0.5,23,5,21,5,26,13,ordinary,22,full_coverage_and_all_discovered_cleared,270,5885.675724,40.0,constant,,0.05066212499514222
14,2,True,0,14,2,4,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,11,0,15,13,258,,bounded_transverse_width,,locked,48,0.03504699999999161,13,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00016137503553181887,7,0,0,4,3,241,locked_noskip_width015,[],21431.244011917162,0,,0.0,,False,0,444.48067676923074,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,1.0,8,9,50,7,26,13,ordinary,22,full_coverage_and_all_discovered_cleared,216,5778.248798,40.0,constant,,0.03509362501790747
14,2,True,0,14,2,4,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,11,0,15,13,258,,bounded_transverse_width,,locked,48,0.03481100000000481,13,cached_distance_prefix_sum,0,0,,,0,0,0,True,0,,,,,,,,0,0,0.00012133398558944464,7,0,0,4,3,241,faithful_locked_width015,[],21431.244011917162,0,,0.0,,False,0,444.48067676923074,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,1.0,8,9,50,7,26,13,ordinary,22,full_coverage_and_all_discovered_cleared,216,5778.248798,40.0,constant,,0.03483499999856576
13,2,True,0,13,0,4,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,13,30,17,13,289,,bounded_transverse_width,,base,0,0.04797399999999641,13,,0,0,,,,,,False,0,first,0,0,8,720,1,1,0,30,0.00013316702097654343,4,47,0,4,3,270,history_first8_width015,[],21893.952082744603,0,,0.0,,False,0,465.3684934615385,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,1.0,15,4,10,4,25,13,ordinary,22,full_coverage_and_all_discovered_cleared,244,6049.790415,40.0,constant,,0.048068333009723574
13,2,True,0,13,0,4,1,uniform__adversarial-spatial__134,uniform__adversarial-spatial,13,30,17,13,289,,bounded_transverse_width,,base,0,0.051233999999993785,13,,0,0,,,,,,False,0,recent,0,0,8,720,1,1,0,30,0.00018162501510232687,4,47,0,4,3,270,history_recent8_width015,[],21893.952082744603,0,,0.0,,False,0,465.3684934615385,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",30.0,4,134,1.0,15,4,10,4,25,13,ordinary,22,full_coverage_and_all_discovered_cleared,244,6049.790415,40.0,constant,,0.0512837499845773
21,0,True,0,21,0,6,0,uniform__adversarial-spatial__135,uniform__adversarial-spatial,15,,21,15,381,,,,,,0.0506069999999994,15,,0,0,,,,,,,0,,,,,,,,0,,0.00024441699497401714,3,58,0,6,6,358,packet_center22,[],24738.43252270575,0,,0.0,,False,0,477.5124338,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,4,135,,37,5,14,3,36,15,ordinary,22,full_coverage_and_all_discovered_cleared,332,7162.686507,,,,0.05062633298803121
18,3,True,0,18,2,7,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,13,,20,15,346,,bounded_transverse_width,,,,0.046452999999999633,15,,0,0,,,,,,,0,,,,,,,,0,,0.00016308296471834183,3,53,0,5,3,324,width40_f015_22,[],23962.885522647906,0,,0.0,,False,0,453.30514039999997,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,,30,9,36,3,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,297,6799.577106,40.0,constant,,0.04656691598938778
18,3,True,0,18,2,7,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,13,11,20,15,335,,bounded_transverse_width,,base,0,0.04575000000001239,15,,0,0,,,,,,False,0,,,,,,,,0,11,0.00015600002370774746,3,53,0,5,3,313,range_width015,[],23962.885522647906,0,,0.0,,False,0,448.97180706666666,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,1.0,30,9,36,3,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6734.577106,40.0,constant,,0.04579641600139439
18,3,True,0,18,2,7,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,13,10,20,15,336,,bounded_transverse_width,,base,0,0.04613200000000006,15,,0,0,,,10,1,10,False,0,,,,,,,,0,10,0.00014454202027991414,3,53,0,5,3,314,faithful_width015,[],23962.885522647906,0,,0.0,,False,0,449.30514039999997,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,1.0,30,9,36,3,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6739.577106,40.0,constant,,0.04614524997305125
19,4,True,0,19,0,1,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,15,0,16,15,311,,bounded_transverse_width,,arc,53,0.05035999999999774,15,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.00014870800077915192,7,0,0,5,3,293,arc05_noskip_width015,[],25748.66360091336,0,,0.0,,False,0,463.84884793333333,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,0.5,17,3,35,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,265,6957.732719,40.0,constant,,0.05040525004733354
19,4,True,0,19,0,1,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,15,21,16,15,290,,bounded_transverse_width,,arc,53,0.049584000000010064,15,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,21,0.00014879199443385005,7,0,0,5,3,272,fast_arc05_width015,[],25748.66360091336,0,,0.0,,False,0,455.4488479333333,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,0.5,17,3,35,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,6831.732719,40.0,constant,,0.04959966603200883
19,4,True,0,19,0,1,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,15,21,16,15,290,,bounded_transverse_width,,arc,53,0.04961500000000285,15,cached_distance_prefix_sum,0,0,,,21,0,21,False,0,,,,,,,,0,21,0.0001372080296278,7,0,0,5,3,272,faithful_arc05_width015,[],25748.66360091336,0,,0.0,,False,0,455.4488479333333,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,0.5,17,3,35,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,6831.732719,40.0,constant,,0.049656958028208464
18,4,True,0,18,0,5,0,uniform__adversarial-spatial__135,uniform__adversarial-spatial,15,0,20,15,289,,bounded_transverse_width,,locked,51,0.04808199999999374,15,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.00013679196126759052,1,0,0,3,2,267,locked_noskip_width015,[],23716.274683660915,0,,0.0,,False,0,427.4836622666666,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,1.0,19,14,27,1,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,244,6412.254934,40.0,constant,,0.048141042003408074
18,4,True,0,18,0,5,0,uniform__adversarial-spatial__135,uniform__adversarial-spatial,15,30,20,15,259,,bounded_transverse_width,,locked,51,0.04848400000000197,15,cached_distance_prefix_sum,0,0,,,30,3,30,True,0,,,,,,,,0,30,0.00013170798774808645,1,0,0,3,2,237,faithful_locked_width015,[],23716.274683660915,0,,0.0,,False,0,415.7503289333333,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,1.0,19,14,27,1,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,218,6236.254934,40.0,constant,,0.04852750001009554
18,3,True,0,18,2,7,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,13,11,20,15,335,,bounded_transverse_width,,base,0,0.06634699999999327,15,,0,0,,,,,,False,0,first,0,0,8,2344,3,3,0,11,0.00014841603115200996,3,53,0,5,3,313,history_first8_width015,[],23962.885522647906,0,,0.0,,False,0,448.97180706666666,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,1.0,30,9,36,3,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6734.577106,40.0,constant,,0.06640729098580778
18,3,True,0,18,2,7,1,uniform__adversarial-spatial__135,uniform__adversarial-spatial,13,11,20,15,335,,bounded_transverse_width,,base,0,0.07274699999999257,15,,0,0,,,,,,False,0,recent,0,0,8,2344,3,3,0,11,0.0003522910410538316,3,53,0,5,3,313,history_recent8_width015,[],23962.885522647906,0,,0.0,,False,0,448.97180706666666,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",30.0,4,135,1.0,30,9,36,3,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,287,6734.577106,40.0,constant,,0.07283229200402275
25,2,True,0,25,1,3,1,uniform__adversarial-spatial__136,uniform__adversarial-spatial,13,,16,14,323,,,,,,0.05016700000000185,14,,0,0,,,,,,,0,,,,,,,,0,,0.00042645796202123165,3,60,0,7,6,305,packet_center22,[],22797.935775318903,0,,0.0,,False,0,460.0419394285714,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,4,136,,26,12,40,3,38,14,ordinary,22,full_coverage_and_all_discovered_cleared,280,6440.587152,,,,0.05021912499796599
11,0,True,0,11,2,4,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,12,,16,14,279,,bounded_transverse_width,,,,0.03737499999999727,14,,0,0,,,,,,,0,,,,,,,,0,,0.00013583299005404115,5,47,0,2,2,261,width40_f015_22,[],22663.578405934953,0,,0.0,,False,0,439.55111985714285,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,,14,8,13,5,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,240,6153.715678,40.0,constant,,0.03743654099525884
11,0,True,0,11,2,4,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,12,8,16,14,271,,bounded_transverse_width,,base,0,0.03684499999999957,14,,0,0,,,,,,False,0,,,,,,,,0,8,0.00013433396816253662,5,47,0,2,2,253,range_width015,[],22663.578405934953,0,,0.0,,False,0,436.1225484285714,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,1.0,14,8,13,5,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,232,6105.715678,40.0,constant,,0.03685304196551442
11,0,True,0,11,2,4,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,12,7,16,14,272,,bounded_transverse_width,,base,0,0.037032999999993876,14,,0,0,,,7,1,7,False,0,,,,,,,,0,7,0.00011904200073331594,5,47,0,2,2,254,faithful_width015,[],22663.578405934953,0,,0.0,,False,0,436.6225484285714,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,1.0,14,8,13,5,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,234,6112.715678,40.0,constant,,0.03704762499546632
13,0,True,0,13,1,2,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,13,0,15,14,278,,bounded_transverse_width,,arc,49,0.04150299999999163,14,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,0,0.0001265000319108367,9,0,0,2,2,261,arc05_noskip_width015,[],22616.495712809803,0,,0.0,,False,0,438.6642242857143,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,0.5,15,6,14,9,27,14,ordinary,22,full_coverage_and_all_discovered_cleared,240,6141.29914,40.0,constant,,0.04154558398295194
13,0,True,0,13,1,2,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,13,9,15,14,269,,bounded_transverse_width,,arc,49,0.04114200000000778,14,cached_distance_prefix_sum,0,0,,,,,,False,0,,,,,,,,0,9,0.00012625003000721335,9,0,0,2,2,252,fast_arc05_width015,[],22616.495712809803,0,,0.0,,False,0,434.80708142857145,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,0.5,15,6,14,9,27,14,ordinary,22,full_coverage_and_all_discovered_cleared,231,6087.29914,40.0,constant,,0.041173083998728544
13,0,True,0,13,1,2,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,13,8,15,14,270,,bounded_transverse_width,,arc,49,0.04123400000000288,14,cached_distance_prefix_sum,0,0,,,8,1,8,False,0,,,,,,,,0,8,0.0001231660135090351,9,0,0,2,2,253,faithful_arc05_width015,[],22616.495712809803,0,,0.0,,False,0,435.30708142857145,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,0.5,15,6,14,9,27,14,ordinary,22,full_coverage_and_all_discovered_cleared,233,6094.29914,40.0,constant,,0.041251040995121
8,1,True,0,8,1,2,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,13,0,15,14,300,,bounded_transverse_width,,locked,43,0.044646000000000186,14,cached_distance_prefix_sum,0,0,,,,,,True,0,,,,,,,,0,0,0.0001230000052601099,5,0,0,2,2,283,locked_noskip_width015,[],20007.776579942656,0,,0.0,,False,0,410.68252249999995,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,1.0,17,21,15,5,21,14,ordinary,22,full_coverage_and_all_discovered_cleared,260,5749.555315,40.0,constant,,0.044705667009111494
8,1,True,0,8,1,2,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,13,37,15,14,263,,bounded_transverse_width,,locked,43,0.04424099999999953,14,cached_distance_prefix_sum,0,0,,,37,3,37,True,0,,,,,,,,0,37,0.00013216701336205006,5,0,0,2,2,246,faithful_locked_width015,[],20007.776579942656,0,,0.0,,False,0,394.9682367857143,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,1.0,17,21,15,5,21,14,ordinary,22,full_coverage_and_all_discovered_cleared,225,5529.555315,40.0,constant,,0.0442987090209499
11,0,True,0,11,2,4,0,uniform__adversarial-spatial__136,uniform__adversarial-spatial,12,8,16,14,271,,bounded_transverse_width,,base,0,0.043285000000011564,14,,0,0,,,,,,False,0,first,0,0,8,639,0,0,0,8,0.00013262499123811722,5,47,0,2,2,253,history_first8_width015,[],22663.578405934953,0,,0.0,,False,0,436.1225484285714,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",30.0,4,136,1.0,14,8,13,5,25,14,ordinary,22,full_coverage_and_all_discovered_cleared,232,6105.715678,40.0,constant,,0.04329445800976828
